listing_id;id;date;reviewer_id;reviewer_name;comments
6430582;51285677;2015-10-19;190486;Susan;Wieke's modern flat is absolutely beautiful with tons of natural light and spotlessly clean. She leaves goodies and greetings for guests upon arrival. Wieke was a kind and responsive host in our first interactions. She helped me organize housing for my 10-person group, being especially kind and going herself to ask neighbours if they were also willing to rent out. However, Wieke had no house rules on her page. Her neighbours are were extremely sensitive to noise and not amenable to groups staying in their building. There seems to be an incongruity between Wieke's group-friendly spirit and the neighbours who encumber her. I would recommend this flat to a small family only and to those who do not intend to spend much time in the flat.
6430582;77058016;2016-05-30;22773503;Kris;"We had good communication in advance from Wieke and she was flexible to our initial request for a slightly early arrival time; and then responsive when our flight was delayed.

The apartment is as described: well designed and luxurious, but the description doesn't really do justice to the amount of space in the kitchen / living area. It really is a very lovely home.

Wieke left us a welcome pack with some local details and apart from a small misunderstanding around the use of bikes (which was easily rectified) - everything went exactly to plan.

The apartment is in a great area with lots of bars and restaurants and the FoodHallen at the end of the road was great for eating / drinking.

The only word of caution is that the apartment building is full of young families - this was perfect for us as we were travelling with two small children, but not the place to book if you want to have a party."
6307961;39346187;2015-07-22;38527703;Margriet;Heerlijk hotel in het centrum in authentieke stijl wat het extra gezellig maakt. Je kunt veel lopend doen. Wij waren er maar een nachtje, maar hadden graag nog langer willen blijven. Alles is precies zoals de advertentie aangeeft en je krijgt uitgebreide informatie vooraf als je reserveert over hotel, routebeschrijving en de stad om je heen. De mensen in het hotel zijn heel vriendelijk en behulpzaam.
6307961;41496896;2015-08-07;39908774;Laurence;"Très jolie adresse pas très loin de la gare centrale : belle chambre typique et très confortable avec une magnifique vue sur le canal.
Petit déjeuner ""comme à la maison"", et délicieux !
L'accueil est chaleureux et les hôtes sont ouverts, amicaux et de bons conseils.
Une très bonne adresse que je recommande. Nous y avons passer un très bon moment."
6307961;61618507;2016-02-06;4304159;Jennifer;It was a fantastic BnB right on the canal that was really perfect. Was just by the main train station and in the middle of great area to bike around. Perfect spot with a great breakfast as well. Would definitely go back.
6307961;97982256;2016-08-29;70120475;Elizabeth;Check in process was very convenient. Room was exactly as pictured, very clean and spacious. Beautiful canal view as promised and very central location.
6307961;121302948;2016-12-16;81407853;John;"Quaint hotel with pleasant outlook and location.
Highly recommended"
6307961;128902178;2017-01-28;110194634;Ivan;Pasamos una buena estancia, Daniel y Helen súper majos y el hotel tranquilo y bien situado. Muy buen desayuno. Gracias.
13145222;95236723;2016-08-19;23597526;Robert;"Vi fik en fin modtagelse af Hamid, da Jolanda selv var på ferie. God gennemgang af huset og kort og andre informationer vedrørende hvordan man kommer ind til City.
Hyggelig og afslappet Boheme atmosfære i huset, med masser af plads i det store fine køkken/alrum med udsigt til haven.
Alt i alt nogle dejlige dage. Tak for det :-)"
15373287;111626410;2016-11-01;21952391;M. G.;I have enjoyed my stay there, quiet place and very helpful host. It's 5 minutes walking distance from the Ganzenhoef Metro station, (SENSITIVE CONTENTS HIDDEN) maps shows the wrong path so ask the host about direction when you come. Amsterdam central is 20 minutes metro ride. Overall, it's a good place to stay and I recommend it!
1008006;104370258;2016-09-26;43018131;Marcel;"Vielen Dank für alles!:) Es hat alles super geklappt. Das Zimmer war sehr sauber, das Bad sehr schön und die Lage sehr zentral (10Minuten zum Zentrum). 
Das einzig etwas negative ist die Anreise mit dem Auto, Amsterdam ist sehr teuer was das angeht (Parken pro Tag ca. 25€). Die Parkautomaten funktionieren dann aber ironischer Weise nur mit der Holländischen EC Karte,Deutsche Karten oder Kreditkarten gehen nicht - also, als Info, jedes Mal ein Anwohner um Hilfe bitten.:)"
1008006;137237611;2017-03-14;71749138;Rochelle;great houseboat experience.
1463449;10892916;2014-03-11;12716994;Avi;"Me and my friend stayed in Amsterdam for 6 nights.
The apartment is big, comfortable, nit and nicely decorated and had everything we needed in it (+cool Coffey machine). The host (Alexander) was very nice and helpful. He picked us up from the Central station at about midnight and took the time to explain us where we are and what attractions we have around (and how to get places etc.).
All in all we enjoyed our stay. The apartment is 3 Metro stops at most from everything that is interesting (anyway public transportation is very easy and fast).

Bottom line, I highly recommend the 'Beautiful Amstel River Apartment'.

Avi"
1463449;22352172;2014-11-03;11217058;Catherine;The reservation was canceled 28 days before arrival. This is an automated posting.
1463449;32365627;2015-05-17;31070782;Martine;We really enjoyed our stay: the appartment is bright, very clean and corresponds to the description. It is very well situated, 5minutes  from tram and subway and very close to the center. Alexander is a great host, very nice and extremely helpful! Everything was just perfect! :-)
1463449;50375392;2015-10-11;20397284;Sandra;"we've just returned home after spending give days at Alexander's apartment. Alexander handled the booking swiftly and courteously and the arrangements for getting access to the property were seamless. The apartment was beautiful and spacious and just as described in the listing. It was located a 15-20 minute walk from the centre; a lovely walk along the river took you in to the main attractions. We ate breakfast locally but would highly recommend a local bakery called Bakhuys for wonderful freshly made on site pastries. De Ysbreker round the corner was a very good place to stop for a drink and snacks. We would highly recommend Alexander's apartment for those coming to Amsterdsm."
1463449;78682345;2016-06-08;16372732;Sj;The host canceled this reservation 3 days before arrival. This is an automated posting.
1463449;84697677;2016-07-08;7075026;Lena;The Amstel apartment is great - beautiful location and within easy reach of different restaurants, bars , the museum district and transport. The apartment is beautifully appointed and Alexander was a great host. Very communicative and gave us some excellent local recommendations for restaurants. Highly recommend.
1463449;102504436;2016-09-18;61200361;Woitek;This was my first AirbNb booking, and it was like the first kiss - sweat, romantic and with lot of atmosphere. Alexander is very polite and his help was great. The flat is nice and clean and everything was well prepared. The City center is close, we had bikes to dicover everything.
1463449;114378211;2016-11-18;25445444;Oleg;My stay at Alexander's apartment was perfect - starting with great communication before arrival and during my stay, and Alexander making sure that any of my needs were anticipated and fully met. The apartment is very clean, decorated in a very good taste, and overall very comfortable. Location was ideal for my needs. Overall, this was an exemplary Airbnb experience, and Alexander is a perfect host. Highly recommend!
1463449;135486652;2017-03-05;18055705;Sarah;"We have stayed for the week end at Alexander's place. The appartment is really well located near from transports in a quiet street close to the Amstel. The appartement is very nicely decorated and equipped with all you need. We felt so good that we didn't want to go out.
Just the perfect stay in Amsterdam."
4941689;81029149;2016-06-20;13233901;Marie-Charlotte;We enjoyed a lot our stay in Amsterdam. Veerle's appartement is located in a quite neighbourhood very close to the center with the metro. The flat itself is very cosy and spacious. Perfect for a couple. Moreover, Veerle left a few tips and maps for us and we discovered a very nice restaurant. Our weekend was just perfect
4941689;111701062;2016-11-01;1789463;Andrew;My wife, our 1yr old and I had a lovely weekend in Amsterdam and really enjoyed our stay in Veerle's apartment. Her place is hip and spacious while also warm and cozy, a perfect combination. The neighborhood is conveniently located between tram and metro lines in a quiet and green area with good options for eating and nearby shops. Check in and check out were both very easy and Veerle was really helpful with communication and her recommendations. We'll definitely recommend to friends in the future.
4941689;123656750;2016-12-30;15845224;Essi;"I really love the style of the apartment. Would stay here again. The place was rather quiet, as it was holidays the neighbours were having friends over and then you can tell that the walls aren't the thickest but the people living around are quiet, so no real problem there. Just don't be the one making noise yourself ;)
The location is good, walking distance to trams and a bit further away there's a subway stop. There are many nice restaurants and cafes nearby as well.
Going to the centre is easy with public transport, we didn't hire a bicycle that would've been maybe the best way to get around."
1744656;21712886;2014-10-22;19556707;Mikko;Lily was a great host! She knows the neighbourhood and gave us good tips. She also has good tips written down in a folder left in the apartment. The apartment is bigger than it looks in the photos. Good kitchen with all necessities, nice dining room and a sofa (+ tv). The mattresses in the bed were are very good. The area is nice! Metro stop is about 250m away and there are very good places to eat nearby. Bottom line is the place is better than it seems in Lily's ad!
1744656;90044318;2016-07-31;2881965;Tha;"Quel plaisir ce séjour chez Lily ! 
L'appartement est superbe, traversant, lumineux avec une douce vue sur l'Amstel. Il est suréquipé. Impossible de manquer de quoi que ce soit chez Lily qui a tout prévu, même un petit déjeuner pour votre arrivée ! 
Le quartier est calme, résidentiel, et offre de belles promenades le long de l'amstel et quelques terrasses qui se remplissent aux beaux jours.
Accessibilité au top avec metro et tram à deux pas. Et un chouette roof top au Volks Hôtel tout près pour aller boire l'apéro et diner (ou luncher).
Que du bonheur loin des sentiers battus et touristiques d'Amsterdam. On imagine que c'est là le vrai Amsterdam !"
1744656;108345435;2016-10-15;90113815;Alex;Everything was excellent. Lily met us when we wanted, her apartment is very nice and large, everything was as advertised. The location is fantastic, very close to several grocery stores, the subway, Amstel train station and restaurants. The view is very nice and it was very quiet at night. If you rent a bicycle, you are pretty much 10 minutes cycling from anywhere. I would highly reccomend renting here.
8436001;55297537;2015-11-29;39896053;Tobias;Nice cozy appartment waited for our group. We had everything we needed, the place was clean, Restaurants, supermarket, bus and tram around the corner. Additionally Jaymz was a very friendly host, which made our stay perfect. Thx
8436001;55808126;2015-12-06;19433005;Linda;Fantastic house for our group, large open living area with comfy beds. Very close to bars and shops and convenient for the tram to to the centre. Would definitely recommend and hope to stay there again.
8436001;60503720;2016-01-24;40234630;Carla;The appartment is well cut with open space, a nice little backyard and tasteful furniture. The location is not central but very well connected by bus or you can walk about 40 minutes to the city centre through nice parks. Internet worked well and Jaymz was helpful and accommodating. A small but essential negative note, the matress in the big room was terrible (should be replaced i suggest) and the tap in one bathroom was broken.
8436001;61659971;2016-02-07;53660723;Alexandra;Great apartment. Clean, modern and very well located to public transport and local shops. Hosts welcoming and hospitable. Would stay again!
13315099;96599209;2016-08-23;35996535;Henry;Great hosts, great area, great stay! Couldn't have asked for more.
13315099;101780859;2016-09-15;11649037;Tilghman;The host was very quick to communicate and gave great directions to the house.  Someone was there when we arrived to greet us and show us the house.  The space was gorgeous and perfect for 6 adults.  In a great neighborhood that's close enough to the tourist highlights of the city but still far enough away from the craziness.
14272591;100597375;2016-09-10;88577784;Adrian;Ginio was a very lovely and helpful host, and helped us carry our bags up the stairs. The bed was very comfortable and the apartment was a decent size. Overall a very good stay for the price!
14272591;101182570;2016-09-12;8175078;Susan;Ginio was very responsive and helpful, the apartment was nice, clean, comfortable and full of character and I was very happy to stay there.  Lots of restaurants and cafes close by as well as just a few minutes walk from the RAI.  Most of all though, Ginio went out of his way to be as flexible as possible and help as much as he could.  He left some wine and fruit and came over quickly when I arrived to show me around and explain things.  I have found that AirBnB places are as much about the host as they are the place itself and I would highly recommend Ginio and his place!
14272591;107090641;2016-10-09;43501410;Laurent;"Un quartier calme et reposant, situé à distance raisonnable d'endroits intéressants. A recommander pour qui aime découvrir une ville en se promenant tout en étant au calme après une journée dense !
Notre hôte Ginio s'est montré agréable et charmant, n'hésitant pas à venir nous accueillir à l'arrêt du tramway et à nous accompagner dans la direction que nous souhaitions prendre au retour. Il s'est toujours montré réactif et à l'écoute. Un bon ambassadeur d'Amsterdam !"
2349446;12430955;2014-05-02;6389646;Hélène;Christine's Bedstay is a wonderful place! The room is so lovely and the brand new equipments satisfied all of our needs. If your having a trip to Amsterdam (alone or couple) and you want to be in a cute and quiet place away from the hustle and bustle of the tourists area, this is the place to be!
2349446;18331293;2014-08-25;18532503;Irith;"We hebben een zalig verblijf gehad in de ""Bedstay"". Een gezellige kamer met een tafeltje om je koffie of thee te drinken. Knus en proper en met een eigen badkamer. Echt een super accomodatie voor een weekendje Amsterdam. 10 minuten van het centrum af met een heel regelmatige tramverbinding."
2349446;19879064;2014-09-20;17164378;Phyllis;"Great spot outside of the busy city 
Easy to get to by one tram from central station- Sweet ,small, extremely clean cabin on unique grounds- wish we has stayed longer in that spot !!"
2349446;20009527;2014-09-22;15228455;Keri Anne;This was my favorite place we stayed on our whole 3 week European trip! I wish we could have stayed more than one night. We didn't get to meet Christine, but her lovely neighbor Evelien took wonderful care of us. This place is like a little wonderland just a few stops away from the central station. The bed was comfortable and there was plenty of hot water for the shower. We could sit on a bench in the yard to get the wifi signal. There were cool chickens and a a super cute cat to pet. The outside of the property is very hippie, artistic and rustic, while the inside of the tiny cabin seems designer and comfortable. Looks up the restaurant/cinema studio k which was pretty close by and a fun place to go!
2349446;30993469;2015-04-30;30157402;Alice;L'accueil a été très bon. Le logement était propre et joliment agencé comme sur les photos. A 5 minutes a pied de la station de tram et quatre stations pour aller en ville. Calme et en dehors des quartiers touristiques. Parfait pour un weekend en amoureux!
2349446;31804071;2015-05-10;2303932;Willemijn;Een uniek plekje in Amsterdam! We zijn zeer gastvrij ontvangen door Christine. Vooraf stuurde ze al de nodige informatie. In The Bedstay  had ze allemaal lekkere dingen in klaar staan, en koffie en thee, zoveel als je maar wil. Het is heel knus op een bijzondere plek. OV is super goed te doen om naar het centrum te komen.
2349446;32251993;2015-05-16;30558499;Dennis;Christine's cabin is an unexpected cozy pleasure just a 10 minute tram ride from Amsterdam's city center. It's a small amount of space, but probably not more so than any average hotel room, and for a better price you'll get a unique, romantic bedstay experience.
2349446;39644926;2015-07-25;36269549;Anna;"Christine was very friendly and welcoming. The Bedstay fulfilled all our Wendy-House fantasies - beautifully designed and spotlessly clean, with some lovely touches. The chest of drawers with all the little drawers filled with goodies is a stroke of genius. Nice bathroom with a good shower, extremely comfortable bed. Because lots of people had commented on the WiFi, we didn't bother to try, and only found the password as we were leaving (it's on the inside of the blanket box :) ). The neighbourhood was very quiet and felt rural for somewhere so close to a big city. Getting into town was very easy; just a few mins walk to the tram stop and then 10 mins to Central Station. Christine gave us some excellent recommendations for things to do in Amsterdam and a useful map. Would definitely go back to the Bedstay and will be recommending it to friends."
2349446;42757314;2015-08-15;14078949;Alida;"What a lovely, quaint and truly unique experience.  The Cosy Bedstay is exactly like all the other reviewers described...close and easy route to the  26 tram stop which takes 10mins in to central Amsterdam.  

The bed was very comfortable, the shower water hot and strong enough to rinse the shampoo thoroughly out of your hair.  The little chest of drawers were full of traditional dutch stroopwafels and organic chocolate, as well as an array of herbal teas and instant AND great filter coffee.  The host welcomed us with a small bottle of red wine and 2 small wine glasses, perched in the middle of a very cute table with 2 chairs.  She also added a warm personal touch with a silk sleeping gown for women and 2 pairs of very cozy sheep skinned slippers.  Good quality products are provided, eg shampoo, conditioner, body lotion and enough towels and linen.  Its quiet at all times...very peaceful, and if you're in to eco sustainable buildings, this artists commune is definitely worth a stay at.

Thank you Christine!! Your hospitality was superb and we thoroughly enjoyed the experience at The Cosy Bedstay.  We have already recommended it to our frinds.  Hope to meet again soon"
2349446;47055523;2015-09-15;38680600;Emily;When we got to the bed stay we were surprised how easy it was to get there, ten minutes on the tram from centraal station and a three minute walk from the tram stop. The bed stay looks exactly like the pictures, small, cosy, well presented and beautifully decorated. Christine lives just next door so is able to help you out if you need it. She was welcoming and gave us a map. We really enjoyed our stay here and would recommend it to friends and family. Thank you Christine! X
2349446;55904156;2015-12-07;45729438;Carley;Wow what an amazing find! Christine was a great host, meeting us upon arrival, giving us maps & telling us about things to see in the local area. The bedstay was set in a tranquil and quirky location, really simple to get too and away from all the hustle & bustle of central Amsterdam. The bedstay was warm and cosy & perfect for a winter weekend away!! Christine also stocked up on a selection of teas, coffees & also some treats, which was a really sweet touch (and we're now addicted to stroopwafels!) - Thanks for a great stay, we will definitely be back!!
2349446;64182715;2016-02-29;11152731;Kanut;"We had a great weekend in Amsterdam including two nights at the bedstay. The little hut is really cute. :-) Christine made sure we had a warm and welcoming place for the night. The area makes you feel like being far outside the city centre, when actually it's just a five minute walk and ten minutes by tram to get to the central station. We will probably visit again!

PS: If you happen to be a basketball player or something and taller than two meters, you might want to consider looking for another place to stay. As cosy as it is, the ceiling isn't too high. Was perfectly fine for me (1,90), though - the one place where I was most likely to bang my head was even protected by some kind of cloth. :-)"
2349446;74298291;2016-05-14;7308097;Rafaela;The cosy Bedstay is really nice and  lovely renovated! We slept very well in the bed and with the things in the little cupboard to prepare tea or coffee it was easy to have a little breakfast. Christine gave us some cards and a lot of information where to go in the city or out into the beautiful landscape- it was rather nice to talk to. I recommend this pretty nice place to go to!
2349446;91680848;2016-08-06;42435959;Marius;Had a great time at the bedstay. Was a very cozy and warm experience. Christine the host was super friendly. Even Transportation to the Centraal Station was very fast.
2349446;97266480;2016-08-26;38863306;David;The bedstay is a very nice place to stay 3,4 days. It is a bit far from the city center, but by tram you can be there in few minutes. Highly recommend !!!
2349446;99209755;2016-09-04;59553019;Reuben & Jessica;
2349446;105746638;2016-10-02;60951160;Caroline;Klein maar super romantisch plekje, rustig gelegen, OV op loopafstand. Gratis parkeren is ook erg fijn in Amsterdam!
2349446;116315743;2016-11-29;96919541;Leonie Elisabeth;It was just beautiful! The Bedstay is like the perfect place to stay ever: it´s cozy and clean, you can get there easily by car and park in front of the cabin, the Central Station is only like 4 stations away plus the nature around the bedstead is worth being seen as well. And the best part is there was tea and snacks!!!! Christine is very friendly and helpful which made the stay even more perfect! The Bedstay really felt like home.
2349446;123433590;2016-12-29;31980944;Julia;"The stay at Christines hut was perfect.
Maybe winter is not the best time for staying in a little hut. Because it was a little bit freeze sometimes. But it had its  advantages aswell!! The cute and cosy bed was the highlight! 
The way to the citycenter was very easy and short. That was awesome!


We hope you will have many more guests!! 
Best regards!
Martin and Julia"
8084800;78983820;2016-06-10;11894871;Rick;Went that extra mile to make us feel welcome and know about what is going on in the local areas such as food restaurants to eat at and things to do.
8084800;111610367;2016-11-01;6277715;George;"We were made to feel very welcome. The facilities on the boat are great and to a great standard. Shower is fantastic.

Great access to the rest of the city and with some great restaurants right on the doorstep."
8084800;115619535;2016-11-26;90033713;Matthew;10/10. Lovely houseboat and great location!
8084800;122854128;2016-12-26;5934443;Geoff;We're sad to be leaving Amsterdam and the wonderful houseboat where we spent Xmas. A lovely and unique place to stay in what we think is the best location in town (this after have lived here a year). Olaf & Mark were easy to coordinate with and also quite accommodating--even when a delayed flight had us check in a couple hours late. Hope we can return soon!
2823740;82972798;2016-06-30;26609462;Richard;"The apartment was very spacious and well equiped fitting the description of the best of both worlds in its location to the large neighbouring park, yet located in Amsterdam itself. Having bikes provided was another big plus. 
     The kitchen had many extras such as herbs,spices,jams and much more, that made saying there a real pleasure."
10035535;72504007;2016-05-03;62011932;Danit;The host canceled this reservation 20 days before arrival. This is an automated posting.
5923608;69472261;2016-04-11;58245486;Bárbara;Adoramos a nossa estadia em Amesterdão e o barco foi sem dúvida uma experiência diferente. A Marcelle é muito simpática e disponível para nos ajudar, assim como a sua família. Obrigada!!
579851;2615902;2012-10-15;3528220;Iratxe;"SI EL BARCO EN LAS FOTOS OS PARECE ESPECTACULAR, UNA VEZ DENTRO ES MUCHO MEJOR.
NO SE TARDA NADA EN LLEGAR AL CENTRO DE AMSTERDAM. HA SIDO UNA EXPERIENCIA IRREPETIBLE"
579851;6617220;2013-08-19;2235073;Gunvor;"I spent a weekend with my boyfriend in Amsterdam and I really wanted it to be special and romantic for us. Renting the Tasmania was the best thing I ever tried! It is so light, friendly, open og central. We swam in the canal, we rode the bicycles and we tried the kajaks. On arrival Sonja had left a bottle of champagne in the fridge, which was a very nice gesture. There was also some bread, cheese, jam, and yoghurt for breakfast the next morning. We slept like engels and we had peace and quiet around us. It really was one of the best experiences I ever had from just one weekend.
I can highly recommend the Tasmania to anyone who is thinking on going to Ams and want it to be a bit more special than just a normal, boring hotelroom. This is the way to do it!! 
We already decided that we are coming back - sometime soon hopefully.
Michael and Sonja are very sweet and welcomming hosts. We felt right at home from the first moment."
579851;7603852;2013-09-26;5346340;Margaret And Peter;I simply cannot say enough about this accommodation. What an experience! The houseboat is beautiful, and our time on the Tasmania absolutely exceeded our expectations. The room is large, the bathroom is exquisite, and the boat is wonderful. Sonja put a lot of care into leaving local food and beverages in the mini-fridge, which made for wonderful breakfasts during our stay. My husband and I spent many hours sitting on the top of the boat marveling at the beauty of our surroundings. Definitely do not hesitate to stay here!! It was a major highlight of our European trip.
579851;12972692;2014-05-16;12112915;Jenna;We really enjoyed our stay at Sonja and Michals houseboat. It was the perfect place to come home to after a long day of sightseeing, and an especially perfect place to crash after arriving in Amsterdam tired and jet lagged. The cabin was stocked with snacks and drinks, and the pictures did the place great justice. They have everything you need to get around, including maps, guides and bikes! An amazing couple of days, thanks for a great time!!
579851;13778956;2014-06-04;3753255;Nicola;"We arrived for our four night stay and were greeted by Sonja who showed us round their wonderful boat. Our accommodation was so comfortable and the bed was heavenly.  During our stay we had utter peace and Sonja was extremely generous leaving us various items of food and drink including a fresh delicious loaf of bread and various other treats, along with a gorgeous bunch of fresh flowers.
We were able to experience the best of Amsterdam without being exposed to all the tourist tat.  The Jordaan is charming and the little shops and cafés are excellent.  We treated ourselves to dinner at BAK restaurant nearby and would highly recommend it.
We were able to walk to and from Centraal Rail
station with our bags within 20 minutes.  We also enjoyed using the bikes to get around.
If you like a peaceful time in a beautiful setting, where you can watch the boats come and go, stay with Sonja and Michael, you will not be disappointed. We very much look forward to returning again one day soon.

Many thanks again to you both for a wonderful boat experience."
579851;14190602;2014-06-14;15104554;Michelle;We had the most wonderful time on the Tasmania. Sonja was there to receive and welcome us even though our flight was almost 3 hours delayed. She and family live at the back of the Tasmania, but you will have absolute privacy. Sonja's place is so clean, and well equipped with food, guidebooks and comfortable little touches that you won't need any more. The Tasmania is located very near public transportation, yet the surrounding area is peaceful and picturesque. Highly recommended!
579851;17089100;2014-08-07;4300322;Annick;"Living some days with Sonja on the housboat was a great experience. The location is close to the city but it is a very quiet place. Sonja borrowed us two bikes so we saw a lot of lovely corners and we were undependent of public transport. Thanks again!
On the houseboat we had everything we needed: some food for breakfast, beverages, maps... 
I really recommend to stay at the Tasmania!"
579851;18303295;2014-08-25;15484566;Sabrina;We spent two days and nights on the Tasmania and had an absolutely amazing time. The house boat is dream-like (which helped a lot during bad weather since it rained a lot) with everything you might want (comfy bed, fresh towels, nice shower, DVDs, ......). Sonja was an amazing host. Before we arrived, we received a lot of information on how to find the boat and where to go for dinner etc.. We arrived early in the morning and everything was ready. We had a full fridge with everything you need including breakfast items, sparkling wine, grapes, biscuits, a yummy fresh bread and tea/coffee - thanks again - we really appreciated that. The boat is easy to find and perfect for walks and bike rides into town. What more could you want?
579851;19189109;2014-09-08;15561638;Ellen;"Sonja's houseboat was a dream to stay on. She was there to greet us and show us around the boat. She was so sweet and provided fresh flowers, bread and a stocked mini fridge for our arrival.  This was great to walk into as I was feeling a bit under the weather when we first arrived. 

There was a fantastic binder she had put together of the most popular Amsterdam attractions, a list and map of her favorite restaurants in relation to the Tasmania. We throughly enjoyed our stay and using the bikes Sonja provided. I couldn't imagine exploring Amsterdam any other way. We will definitely be coming back, hopefully in the near future! Thanks again for the hospitality!"
579851;19358611;2014-09-11;3571378;Anna;Fantastic! The boat is incredible. It's modern and comfortable and Sonja was a great host. The location is a bit removed from the city center, but the bikes helped. It was also quiet, which we loved. Definitely recommend this!
579851;22946602;2014-11-18;1174944;Marc & Sophie;"The Tasmania boat is SO GREAT ! Peaceful, elegant, clean... We really enjoyed our stay in Sonja's boat and we enjoyed a lot her way of communication and reception. Easy to contact, nice food and wine when we arrived. 
We warmly recommend her... Thank you Sonja"
579851;27365568;2015-03-02;2375505;Nicolin;"Fantastic weekend in Amsterdam!
The boat is cozy and very special, the hosts very welcoming (details in the fridge were really appreciated) and the location perfect.
We really enjoyed taking the provided bikes for long strolls around the fantastic city.
Overall a big thumb up for the complete package."
579851;28515326;2015-03-25;26090926;Mylene;Merci à Sonja et Michael pour leur gentillesse. Le bateau était tout simplement magnifique et fonctionnel. Nous avons pu découvrir Amsterdam grâce aux vélos prêtés.
579851;28705351;2015-03-29;26732087;Karis;We love the place. It was cozy and Sonja was really helpful. She provided us a great place to stay. I would recommend staying in Tasmania. Good experience!
579851;28924507;2015-04-01;17633068;Bernhard;"Wunderbare Unterkunft an perfekter Lage!
Haben uns von Anfang an sehr wohl und super betreut gefühlt."
